user_id,chebi_id,ratings,SMILES
1848,15956,1,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
1848,16737,1,CN1CC(=O)NC1=N
1848,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
1848,21547,1,CC(=O)N[C@@H](CC(O)=O)C(O)=O
1848,16349,1,N[C@@H](CCCNC(N)=O)C(O)=O
1848,16015,1,N[C@@H](CCC(O)=O)C(O)=O
1848,18050,1,N[C@@H](CCC(N)=O)C(O)=O
1848,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
1848,17203,1,OC(=O)[C@@H]1CCCN1
1848,17992,1,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1848,16680,1,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O
1848,27732,1,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
1848,18344,1,OC(=O)c1cc(O)c2ccccc2n1
1848,17154,1,NC(=O)c1cccnc1
1848,15891,1,C(CS(O)(=O)=O)N
1848,18367,1,[O-]P([O-])([O-])=O
2505,17578,1,Cc1ccccc1
3071,4208,1,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
3071,15746,1,NCCCNCCCCNCCCN
3071,17754,1,OCC(O)CO
3071,17568,1,O=c1cc[nH]c(=O)[nH]1
3071,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
3071,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
3071,15428,1,NCC(O)=O
3071,16467,1,N[C@@H](CCCNC(N)=N)C(O)=O
3071,15971,1,N[C@@H](Cc1c[nH]cn1)C(O)=O
3071,16196,1,CCCCCCCC\C=C/CCCCCCCC(O)=O
3071,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
3071,17115,1,N[C@@H](CO)C(O)=O
3071,15756,1,CCCCCCCCCCCCCCCC(O)=O
3071,16828,1,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
3071,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
3071,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
3071,18095,1,[C@H]1(C[C@@H](O)CN1)C(O)=O
3071,16958,1,NCCC(O)=O
3071,15956,1,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
3071,16737,1,CN1CC(=O)NC1=N
3071,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
3071,21547,1,CC(=O)N[C@@H](CC(O)=O)C(O)=O
3071,16349,1,N[C@@H](CCCNC(N)=O)C(O)=O
3071,16015,1,N[C@@H](CCC(O)=O)C(O)=O
3071,18050,1,N[C@@H](CCC(N)=O)C(O)=O
3071,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
3071,17203,1,OC(=O)[C@@H]1CCCN1
3071,17992,1,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
3071,16680,1,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O
3071,27732,1,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
3071,18344,1,OC(=O)c1cc(O)c2ccccc2n1
3071,17154,1,NC(=O)c1cccnc1
3071,15891,1,C(CS(O)(=O)=O)N
3071,18367,1,[O-]P([O-])([O-])=O
3337,18050,1,N[C@@H](CCC(N)=O)C(O)=O
3337,28918,1,CNC[C@H](O)c1ccc(O)c(O)c1
3600,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
3966,4208,1,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
3966,17754,1,OCC(O)CO
3966,17568,1,O=c1cc[nH]c(=O)[nH]1
3966,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
3966,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
3966,15428,1,NCC(O)=O
3966,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
3966,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
3966,16015,1,N[C@@H](CCC(O)=O)C(O)=O
4087,17578,1,Cc1ccccc1
4791,49960,1,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
4791,76591,1,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
5559,137113,1,C(=O)(OC(C)(C)C)C[C@H]1C=2N(C3=C(C(=N1)C4=CC=C(C=C4)Cl)C(=C(S3)C)C)C(=NN2)C
5799,30751,1,[H]C(O)=O
6119,17154,1,NC(=O)c1cccnc1
6259,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
6279,29007,1,[H][C@]12SCC(CSc3nc(=O)c(=O)[nH]n3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C(O)=O
6324,37550,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O
6324,72961,1,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
6324,72959,1,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
6324,76591,1,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
6324,77996,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCC\C=C/CCCCCCCC
6324,74450,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC
6324,72968,1,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
6324,72962,1,CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
6324,72966,1,CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
6324,72956,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCC
7358,18050,1,N[C@@H](CCC(N)=O)C(O)=O
7358,28918,1,CNC[C@H](O)c1ccc(O)c(O)c1
8117,17754,1,OCC(O)CO
8117,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
8117,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
8117,18132,1,C[N+](C)(C)CCOP(O)(O)=O
8117,15428,1,NCC(O)=O
8117,16196,1,CCCCCCCC\C=C/CCCCCCCC(O)=O
8117,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
8117,28088,1,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O
8117,17115,1,N[C@@H](CO)C(O)=O
8117,15756,1,CCCCCCCCCCCCCCCC(O)=O
8117,30772,1,CCCC(O)=O
8117,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
8117,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
8117,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
8421,17754,1,OCC(O)CO
8421,15756,1,CCCCCCCCCCCCCCCC(O)=O
8421,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
8421,21547,1,CC(=O)N[C@@H](CC(O)=O)C(O)=O
8421,545959,1,COc1cc(CC(O)=O)ccc1O
8895,15891,1,C(CS(O)(=O)=O)N
8919,140908,1,C1(=CC=CC=C1CN2C(N(CCC2)CC=3C(=CC=CC3)N(C)C)C=4C=CN=CC4)N(C)C
9390,15354,1,C[N+](C)(C)CCO
9390,15746,1,NCCCNCCCCNCCCN
9390,17568,1,O=c1cc[nH]c(=O)[nH]1
9390,15428,1,NCC(O)=O
9390,29007,1,[H][C@]12SCC(CSc3nc(=O)c(=O)[nH]n3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C(O)=O
9390,16467,1,N[C@@H](CCCNC(N)=N)C(O)=O
9691,15354,1,C[N+](C)(C)CCO
9691,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
9691,16467,1,N[C@@H](CCCNC(N)=N)C(O)=O
9691,17115,1,N[C@@H](CO)C(O)=O
9691,15756,1,CCCCCCCCCCCCCCCC(O)=O
9691,30751,1,[H]C(O)=O
9691,16828,2,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
9691,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
9691,16919,1,CN(CC(O)=O)C(N)=N
9691,16737,1,CN1CC(=O)NC1=N
9691,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
9691,16015,1,N[C@@H](CCC(O)=O)C(O)=O
9691,18050,2,N[C@@H](CCC(N)=O)C(O)=O
9691,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
9691,17203,1,OC(=O)[C@@H]1CCCN1
9727,15354,1,C[N+](C)(C)CCO
9727,18050,1,N[C@@H](CCC(N)=O)C(O)=O
9727,16313,1,OC(=O)[C@H]1CCCN1
9727,16523,1,N[C@H](CO)C(O)=O
9727,15367,1,CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C(O)=O
9727,27732,1,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
9812,37550,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O
9812,72961,1,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
9812,72959,1,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
9812,76591,1,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
9812,77996,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCC\C=C/CCCCCCCC
9812,74450,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC
9812,72968,1,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
9812,72962,1,CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
9812,72966,1,CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
9812,72956,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCC
10009,4208,1,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
10009,17754,1,OCC(O)CO
10009,17568,1,O=c1cc[nH]c(=O)[nH]1
10009,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
10009,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
10009,15428,1,NCC(O)=O
10009,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
10009,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
10009,16015,1,N[C@@H](CCC(O)=O)C(O)=O
10426,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
10426,18132,1,C[N+](C)(C)CCOP(O)(O)=O
10426,15971,1,N[C@@H](Cc1c[nH]cn1)C(O)=O
10426,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
10426,30772,1,CCCC(O)=O
10426,30751,1,[H]C(O)=O
10426,16828,1,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
10426,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
10426,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
10426,16919,1,CN(CC(O)=O)C(N)=N
10426,16737,1,CN1CC(=O)NC1=N
10426,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
10426,18050,1,N[C@@H](CCC(N)=O)C(O)=O
10426,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
10426,17203,1,OC(=O)[C@@H]1CCCN1
10426,17154,1,NC(=O)c1cccnc1
10426,15891,1,C(CS(O)(=O)=O)N
10482,37550,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O
10482,72961,1,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
10482,72959,1,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
10482,76591,1,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
10482,77996,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCC\C=C/CCCCCCCC
10482,74450,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC
10482,72968,1,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
10482,72962,1,CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
10482,72966,1,CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC
10482,72956,1,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCC
11136,18050,1,N[C@@H](CCC(N)=O)C(O)=O
11136,28918,1,CNC[C@H](O)c1ccc(O)c(O)c1
12240,4208,1,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
12240,15746,1,NCCCNCCCCNCCCN
12240,17754,1,OCC(O)CO
12240,17568,1,O=c1cc[nH]c(=O)[nH]1
12240,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
12240,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
12240,15428,1,NCC(O)=O
12240,16467,1,N[C@@H](CCCNC(N)=N)C(O)=O
12240,15971,1,N[C@@H](Cc1c[nH]cn1)C(O)=O
12240,16196,1,CCCCCCCC\C=C/CCCCCCCC(O)=O
12240,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
12240,17115,1,N[C@@H](CO)C(O)=O
12240,15756,1,CCCCCCCCCCCCCCCC(O)=O
12240,16828,1,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
12240,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
12240,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
12240,18095,1,[C@H]1(C[C@@H](O)CN1)C(O)=O
12240,16958,1,NCCC(O)=O
12240,15956,1,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
12240,16737,1,CN1CC(=O)NC1=N
12240,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
12240,21547,1,CC(=O)N[C@@H](CC(O)=O)C(O)=O
12240,16349,1,N[C@@H](CCCNC(N)=O)C(O)=O
12240,16015,1,N[C@@H](CCC(O)=O)C(O)=O
12240,18050,1,N[C@@H](CCC(N)=O)C(O)=O
12240,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
12240,17203,1,OC(=O)[C@@H]1CCCN1
12240,17992,1,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
12240,16680,1,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O
12240,27732,1,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
12240,18344,1,OC(=O)c1cc(O)c2ccccc2n1
12240,17154,1,NC(=O)c1cccnc1
12240,15891,1,C(CS(O)(=O)=O)N
12240,18367,1,[O-]P([O-])([O-])=O
12686,4208,1,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
12686,17754,1,OCC(O)CO
12686,17568,1,O=c1cc[nH]c(=O)[nH]1
12686,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
12686,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
12686,15428,1,NCC(O)=O
12686,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
12686,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
12686,16015,1,N[C@@H](CCC(O)=O)C(O)=O
13405,16236,1,CCO
13405,16919,1,CN(CC(O)=O)C(N)=N
13405,16737,1,CN1CC(=O)NC1=N
13405,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
13405,21547,1,CC(=O)N[C@@H](CC(O)=O)C(O)=O
13405,16349,1,N[C@@H](CCCNC(N)=O)C(O)=O
13621,4208,1,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
13621,17754,1,OCC(O)CO
13621,17568,1,O=c1cc[nH]c(=O)[nH]1
13621,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
13621,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
13621,15428,1,NCC(O)=O
13621,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
13621,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
13621,16015,1,N[C@@H](CCC(O)=O)C(O)=O
13628,4208,1,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
13628,15746,1,NCCCNCCCCNCCCN
13628,17754,1,OCC(O)CO
13628,17568,1,O=c1cc[nH]c(=O)[nH]1
13628,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
13628,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
13628,15428,1,NCC(O)=O
13628,16467,1,N[C@@H](CCCNC(N)=N)C(O)=O
13628,15971,1,N[C@@H](Cc1c[nH]cn1)C(O)=O
13628,16196,1,CCCCCCCC\C=C/CCCCCCCC(O)=O
13628,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
13628,17115,1,N[C@@H](CO)C(O)=O
13628,15756,1,CCCCCCCCCCCCCCCC(O)=O
13628,16828,1,N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
13628,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
13628,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
13628,18095,1,[C@H]1(C[C@@H](O)CN1)C(O)=O
13628,16958,1,NCCC(O)=O
13628,15956,1,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2
13628,16737,1,CN1CC(=O)NC1=N
13628,30769,1,OC(=O)CC(O)(CC(O)=O)C(O)=O
13628,21547,1,CC(=O)N[C@@H](CC(O)=O)C(O)=O
13628,16349,1,N[C@@H](CCCNC(N)=O)C(O)=O
13628,16015,1,N[C@@H](CCC(O)=O)C(O)=O
13628,18050,1,N[C@@H](CCC(N)=O)C(O)=O
13628,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
13628,17203,1,OC(=O)[C@@H]1CCCN1
13628,17992,1,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
13628,16680,1,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)C(O)=O
13628,27732,1,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
13628,18344,1,OC(=O)c1cc(O)c2ccccc2n1
13628,17154,1,NC(=O)c1cccnc1
13628,15891,1,C(CS(O)(=O)=O)N
13628,18367,1,[O-]P([O-])([O-])=O
14349,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
15567,28088,1,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O
15567,15864,1,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C(O)=C1
15567,8093,1,CNC[C@H](O)c1cccc(O)c1
15811,15428,1,NCC(O)=O
15811,16467,1,N[C@@H](CCCNC(N)=N)C(O)=O
15811,15971,1,N[C@@H](Cc1c[nH]cn1)C(O)=O
15811,17115,1,N[C@@H](CO)C(O)=O
15811,16349,1,N[C@@H](CCCNC(N)=O)C(O)=O
15811,18050,1,N[C@@H](CCC(N)=O)C(O)=O
15811,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
15811,15891,1,C(CS(O)(=O)=O)N
15811,545959,2,COc1cc(CC(O)=O)ccc1O
15832,15891,1,C(CS(O)(=O)=O)N
15832,76591,5,C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
15850,17754,1,OCC(O)CO
15850,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
15850,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
15850,18132,1,C[N+](C)(C)CCOP(O)(O)=O
15850,15428,1,NCC(O)=O
15850,16196,1,CCCCCCCC\C=C/CCCCCCCC(O)=O
15850,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
15850,28088,1,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O
15850,17115,1,N[C@@H](CO)C(O)=O
15850,15756,1,CCCCCCCCCCCCCCCC(O)=O
15850,30772,1,CCCC(O)=O
15850,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
15850,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
15850,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
15980,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
16030,29007,2,[H][C@]12SCC(CSc3nc(=O)c(=O)[nH]n3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\c1csc(N)n1)C(O)=O
16091,15367,1,CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C(O)=O
16618,28061,2,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
16908,15354,1,C[N+](C)(C)CCO
16908,18050,1,N[C@@H](CCC(N)=O)C(O)=O
16908,16313,1,OC(=O)[C@H]1CCCN1
16908,16523,1,N[C@H](CO)C(O)=O
16908,27732,1,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
16944,17754,1,OCC(O)CO
16944,17151,1,OC[C@H](O)[C@@H](O)[C@H](O)CO
16944,4167,1,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
16944,18132,1,C[N+](C)(C)CCOP(O)(O)=O
16944,15428,1,NCC(O)=O
16944,16196,1,CCCCCCCC\C=C/CCCCCCCC(O)=O
16944,29073,1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
16944,28088,1,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O
16944,17115,1,N[C@@H](CO)C(O)=O
16944,15756,1,CCCCCCCCCCCCCCCC(O)=O
16944,30772,1,CCCC(O)=O
16944,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
16944,17268,1,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
16944,17295,1,N[C@@H](Cc1ccccc1)C(O)=O
16977,16196,1,CCCCCCCC\C=C/CCCCCCCC(O)=O
17191,28061,1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
17552,17688,1,[H][C@]1(CCCN1C)C1=CC=CN=C1
17755,15746,1,NCCCNCCCCNCCCN
